label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE
2007,121.76,111.74,42.097,-20.28458221,17.47270128,-40.2854736,6.090730193,14.61274463,-18.79513732,8.180075774,-25.17568454,-37.2487113,3
2007,113.11,113.03,46.936,23.17805321,-1.572099531,39.51405442,-0.890126383,5.211127045,29.07861187,8.484402945,-25.6690071,-37.23892697,1
2007,104.54,114.97,46.552,-29.03098692,9.701458373,-37.65449001,-4.851958592,21.41563177,-27.91092214,9.016333466,-26.82146111,-38.15942357,8
2007,108.05,99.67,40.619,-5.549167787,14.34679123,-45.69669338,-12.02541798,74.56265874,-7.000452785,8.800104117,-25.74556267,-35.92706527,4
2007,99.016,96.181,40.56,-41.45368957,20.11793067,5.755967736,0.180754748,-8.724668438,-18.79846206,9.833115455,-28.29840614,-38.73875644,10
2007,90.154,121.95,49.775,-30.04957684,33.47446552,17.86560323,23.28217085,-12.22033244,-9.155949359,10.31627853,-29.21064669,-39.2328052,16
2007,78.992,123.12,47.801,9.799113218,-3.646404259,46.96873841,-1.513681247,-53.56910511,-16.25111699,10.04052262,-27.97755301,-36.87214829,4
2007,94.474,114.1,47.137,34.30226694,-17.62059269,-24.12949807,-14.05661763,51.03367999,-10.24553678,10.43817024,-28.62847613,-37.02708213,10
2007,90.887,103.76,43.259,-1.284265221,45.91778279,7.602620374,-3.192320133,-39.04164104,-18.01563783,10.61822172,-28.67005316,-36.39405014,5
2008,114.87,97.264,108.58,-15.89587242,-15.28409038,39.39040358,3.554474648,70.38419909,0.240227718,11.1130366,-29.54554996,-36.81449433,5
2008,108.37,94.429,81.479,-36.48178236,33.5467063,2.322305642,18.97682162,-16.95012283,2.953545125,11.16178067,-29.22487694,-35.74742591,9
2008,100.28,97.956,108.14,3.302845819,40.98705809,-23.50844628,-20.01923361,41.13505129,8.66106502,11.07968004,-28.57466344,-34.31430892,15
2008,102.54,82.524,99.554,26.81002498,-21.99343475,-31.9150496,-0.602659339,-9.726360925,-16.76975313,11.25852836,-28.60505101,-33.72655335,1
2008,104.1,83.951,79.987,31.25603009,26.48921329,23.13913135,0.653288609,-7.616921449,26.62333672,11.79424723,-29.52628346,-34.18239919,12
2008,94.431,87.296,99.902,-0.133712359,1.05678012,-47.72652429,-14.1728963,23.5208202,-4.873018729,12.36344097,-30.50166073,-34.67429098,5
2008,94.769,86.922,75.789,44.9369061,10.68724097,18.93407158,-13.09321695,31.9367626,-13.32076702,12.96371016,-31.5228192,-35.19020168,15
2008,86.891,102.47,108.91,28.83762272,-35.1348664,-18.38360621,-3.930735233,-63.13721509,-6.782966289,12.9499856,-31.04135622,-34.03052899,13
2008,91.068,106.36,90.524,45.10541871,1.241582113,-8.805168942,-12.64304833,62.10775024,-1.665427676,12.82482059,-30.30822462,-32.63134591,2
2008,83.497,93.506,98.54,29.88143104,-37.76372714,-13.38980458,-6.575792601,-16.66096272,-25.81552065,12.77138265,-29.76084088,-31.46862764,3
2008,85.833,94.622,78.99,0.970336318,44.39545565,8.728191289,-5.381718429,3.944813773,21.23214745,13.94564977,-32.04812444,-33.28138917,13
2008,80.972,109.29,95.887,17.34077483,3.303469199,46.03739307,-5.623928475,-81.90479274,3.339093658,14.43998578,-32.7298485,-33.38209638,3
2008,73.314,107.42,91.526,2.977427732,0.909396319,-45.74836074,-1.893946889,-44.47338208,13.79893452,14.38234598,-32.15699423,-32.21193748,14
2008,76.473,98.28,85.072,-32.2283373,-8.154403983,-32.23600915,14.16903829,1.318894968,16.10426943,13.87906573,-30.61455507,-30.1188621,10
2008,69.678,103.28,82.226,41.16942451,-17.93681312,8.530120406,-7.221811995,74.5876453,1.261100461,15.11627006,-32.89927537,-31.78776203,6
2008,100.2,102.32,81.506,-22.8259767,11.48355781,40.17788057,10.22646778,-58.91466416,12.27501081,15.8765558,-34.09749098,-32.35558128,10
2008,97.627,96.262,81.506,-9.019744281,-29.63431196,37.97316036,-23.63786086,27.85197423,-8.653058428,14.83538233,-31.44403926,-29.30250325,13
2009,166.38,101.7,24.671,-13.37892844,44.76311397,-1.139171623,4.301220331,86.67685143,2.578227311,15.43982843,-32.30004511,-29.55914177,10
2009,129.29,84.321,37.261,13.56823838,-33.07341737,32.29935086,5.87275435,57.82799916,16.72776544,15.91409685,-32.86321012,-29.53247464,1
2009,102.14,89.444,48.667,9.514041542,-42.14042236,18.15444746,-1.348910649,24.31891478,17.58017319,16.8320734,-34.31451543,-30.27916268,9
2009,156.45,98.452,26.321,-5.134659361,11.59870497,44.67337504,-0.037220531,37.37449272,-14.7618472,17.26924687,-34.75918478,-30.11498837,13
2009,162.79,89.803,25.612,-12.85543207,-4.60331456,44.90672892,0.954965101,2.215591119,-19.01805591,17.08229,-33.95006656,-28.87804545,12
2009,149.87,94.931,28.58,-8.802177953,33.49952229,31.67816797,3.622810326,70.83568007,-1.57355173,18.03633787,-35.39830619,-29.55877581,4
2009,146.23,86.874,30.633,18.74341853,20.80592152,-40.53016397,-3.640422956,-81.36257266,-4.961685055,17.47540968,-33.87202203,-27.76389186,2
2009,139.65,94.892,33.069,-29.08794168,-40.50188805,-1.222947968,-13.05313501,57.19471382,5.00389863,18.68808525,-35.77644042,-28.78231091,16
2009,137.43,84.523,33.381,0.008962373,0.069824839,-45.01505938,-3.930567036,36.35178884,25.51642949,18.95375677,-35.84132162,-28.29771463,8
2009,119.74,90.195,40.83,2.671066144,45.96739948,5.663908546,9.457398034,-61.29025632,7.000752447,18.18584225,-33.97154351,-26.31881001,11
2009,119.01,79.643,40.312,-29.47200169,-33.86740722,-12.55408495,-6.127088898,77.94087172,-9.533620411,19.46391199,-35.92037461,-27.30331599,5
2009,111.62,89.057,41.665,19.11188532,25.43090077,-36.70252926,-2.444008987,79.08553698,12.37470225,18.16772683,-33.12644919,-24.7006226,11
2009,107.47,80.097,45.601,24.36428756,-35.23423577,14.47396446,-7.21265841,51.65322993,9.56563667,20.20693425,-36.40592032,-26.62521825,13
2010,113.77,140.65,92.401,-19.02258238,-10.6138053,-42.62075493,-15.46454571,-56.467023,-12.08621342,19.3749302,-34.49385908,-24.73861161,10
2010,107.87,133.71,72.841,-19.9825424,-37.92864834,16.20482526,-0.619118203,-1.051368109,-29.10441545,18.99145566,-33.41348474,-23.49558347,16
2011,59.772,128.08,48.535,-7.34505012,-14.77540932,-44.13490406,-4.46383542,-15.34968881,21.74722768,19.89662793,-34.59678888,-23.84755192,13
2011,48.894,130.67,54.497,-48.93859472,-2.870979978,2.650604148,26.74243808,1.23602418,-2.484516776,21.59083584,-37.10638032,-25.06724314,4
2011,52.408,119.32,65.447,-12.64384706,-0.371762182,-45.15929089,15.0816066,36.9681012,-8.918968676,21.25254272,-36.10289423,-23.89735832,5
2011,47.657,119.57,47.447,18.71187298,4.268021582,41.46662875,-8.877064595,40.46930936,-24.64935577,21.47684003,-36.06465687,-23.38474714,14
2011,71.392,120.2,42.85,5.485569033,-1.897875053,47.49225168,-4.785456721,-22.18149547,-26.45869517,22.25653665,-36.9467973,-23.46154446,8
2011,65.322,114.39,51.254,-14.45658873,-37.37523336,-23.25818007,13.70180924,-45.09362983,20.59179779,21.39136293,-35.10687268,-21.82625589,13
2011,61.259,110.22,66.095,35.73985542,-28.89021782,-11.58405081,5.488783344,-5.016148738,-16.70530448,21.92225158,-35.57125726,-21.64531981,14
2011,58.278,109,46.226,22.32024842,-10.60172991,41.80301687,-5.2263946,73.17681558,-6.097020641,21.26301546,-34.11335292,-20.31088528,13
2011,90.192,98.61,52.108,10.73266349,9.620953555,46.63156761,-9.505081378,-36.77332939,-18.42431176,21.79288627,-34.57197334,-20.13359357,8
2011,93.183,91.49,54.272,43.69824453,1.137679965,-23.58621526,-7.486433148,-38.85247125,22.98908877,23.81844392,-37.3642526,-21.27598405,15
2011,82.655,92.051,54.625,-18.61605008,5.261556109,-42.74138754,1.740351607,6.329885506,20.31696284,23.7518955,-36.84661491,-20.50692993,3
2011,87.273,86.114,61.14,-2.048278583,-9.768783076,-44.80664015,5.266395568,-3.352781386,27.74747836,24.18154588,-37.09898198,-20.1723952,7
2011,81.698,107.98,55.509,33.54404887,-17.3351023,-30.52281754,-2.628901727,6.199633309,-16.36802549,24.82493426,-37.66744458,-20.00162694,6
2011,76.932,104.59,53.154,-6.580066972,-14.61163625,46.78573694,8.562723182,80.03471287,-2.115106606,23.50687533,-35.27718346,-18.28503371,7
2011,75.935,95.237,56.213,-10.02070676,45.85513185,-2.224117633,-5.862714491,22.21972673,27.63418609,25.21666306,-37.43068087,-18.92858521,12
2011,70.235,101.26,56.704,1.369289041,11.24831102,-43.65151338,2.520755578,74.81047374,12.23786172,24.25727118,-35.61579767,-17.5627867,1
2012,229.08,124.18,57.625,-44.40784904,17.09703425,-12.66802531,4.178627751,-3.761930889,-21.62358106,25.4976615,-37.03229016,-17.79705801,4
2012,210.25,122.48,54.085,-31.86906601,36.44316707,4.164270002,11.59952548,15.68413724,17.60280369,26.2095508,-37.65628919,-17.6263441,14
2012,216.87,111.79,62.878,-2.354168227,-2.146027793,49.46237154,-6.252502509,-5.270443535,-14.33577924,25.37778575,-36.07007199,-16.43430249,10
2012,200.01,121.43,54.813,19.90189176,-3.209046846,-43.77671588,-2.797128961,42.13868916,21.46940871,25.93269655,-36.46475565,-16.16070774,15
2012,190.37,117.74,54.414,15.354899,22.57183647,-36.20169539,-13.41634088,-67.22050709,-2.502336281,26.85775992,-37.36320926,-16.09520172,15
2012,202.88,106.54,62.43,-15.19381978,16.15403572,42.94997455,-21.82511134,-16.64120822,8.744222608,25.50934175,-35.11059679,-14.68977961,16
2012,195.91,97.958,61.903,40.1076172,-15.17421712,25.37123146,13.550713,-47.44045372,12.53831464,25.3320477,-34.49761488,-14.00637433,14
2013,111.06,128.06,57.654,11.88582763,2.258923747,-45.19406598,-1.394294714,11.05473655,19.33853472,26.17152284,-35.26486671,-13.88180765,10
2013,106.55,117.04,59.097,9.512188094,-32.56135342,-35.03471263,15.50595414,20.55107253,1.010928809,28.2391306,-37.65070914,-14.35560895,10
2013,97.973,134.81,62.308,-17.6859168,-9.949775791,-45.58665166,-13.48222291,38.41069487,13.88114092,27.94668765,-36.8700999,-13.60228829,1
2013,95.785,123.44,58.142,39.64727977,-24.95936707,14.05637265,-17.229071,55.54919723,-10.84562343,28.00337642,-36.55859605,-13.03539825,8
2013,83.398,140.87,61.223,44.71193151,8.152019476,-5.065884938,1.452264291,-82.27185238,-7.55478729,28.58378376,-36.9272043,-12.7100025,6
2013,82.957,131.58,54.721,4.73705081,-4.211757183,44.96979562,-12.45680147,6.652701431,22.31288505,29.55373623,-37.78319105,-12.53672719,8
2013,71.612,137.73,50.426,-20.79435145,32.47347035,-24.51939166,4.396500253,39.96268154,19.38617672,28.91499781,-36.58308608,-11.68485475,13
2013,58.984,136.65,53.619,13.86225689,41.24162714,18.28352451,13.03644089,48.74889431,1.5907518,27.51797379,-34.45525313,-10.57717679,11
2014,229.95,133.08,65.206,-6.356168887,33.79131548,34.3013917,13.21159385,-6.303135047,-22.56515271,30.44248663,-37.72344118,-11.11082099,5
2014,204.78,134.28,59.309,42.25425837,-20.13760547,2.203244886,-17.76826582,26.25129109,19.8449556,30.06461807,-36.87133968,-10.39967778,7
2014,191.3,134.7,57.545,-46.76844344,11.79746406,11.95727542,-9.825141533,0.257638762,-25.91620799,28.67576317,-34.8064409,-9.381625354,10
2014,216.8,136.03,56.229,43.36206984,-1.113486724,14.33465812,-13.11014515,-21.5188472,24.75573982,29.09323004,-34.9507773,-8.981672982,3
2014,216.34,129.13,66.912,9.674746158,-2.602562334,43.98253467,-3.638290254,86.925506,-1.345592118,29.04679786,-34.53757118,-8.44026582,16
2015,181.08,92.94,30.402,3.841451222,-9.959705865,48.59910119,21.39523878,38.89956486,4.910734037,31.54326167,-37.12245077,-8.602318571,2
2015,171.27,86.674,36.131,0.233901191,0.668054058,-45.59691429,0.142296699,73.20395014,-10.99778809,29.1520447,-33.95806745,-7.437588632,6
2015,176.09,81.2,42.454,21.65502857,6.721868642,39.81386037,0.650095864,7.112401656,-19.78691663,31.05567993,-35.80682426,-7.385446446,6
2015,162.12,84.617,40.96,-3.719040223,-9.852450044,47.26858164,-2.875489449,-80.3634153,-10.89190944,30.33608127,-34.62115042,-6.696747844,2
2015,163.46,76.86,42.942,42.44316518,-23.1794677,-8.003577041,-22.58670514,19.94464148,-6.32050727,30.49348207,-34.44706707,-6.218790809,6
2015,152.33,84.412,36.72,18.44597318,-41.96534746,-17.91058162,2.245117304,24.53577394,21.39850667,32.95462273,-36.84938825,-6.174496518,16
2015,152.23,75.717,40.995,2.136418936,-47.3318365,-11.23704263,-4.25765344,8.990711862,-19.82300018,32.11213505,-35.54322667,-5.491786063,16
2015,139,86.432,49.559,42.57035453,3.272921479,-18.94337854,-10.91820783,-10.74634695,-14.1260744,33.20345757,-36.37887551,-5.143094024,12
2015,143.59,75.549,43.383,7.508943907,31.37383198,-34.23893417,11.63243262,33.1368562,12.95868901,33.46369193,-36.29294419,-4.651033105,14
2015,134.88,73.189,50.502,21.0319581,20.61856465,-38.99677735,9.205310644,22.23898613,-11.6957751,33.58942458,-36.06093099,-4.141055137,12
2015,128.9,77.075,52.656,-40.41748073,13.32640323,23.99631606,-23.71672598,-5.32438383,13.08165995,31.08101625,-33.0307764,-3.349906735,12
2015,121.01,78.777,53.049,-24.39605951,33.28668881,-20.22327583,-10.12609879,-73.79847393,-2.523043364,33.07447051,-34.79432322,-3.058265175,16
2015,116.13,73.443,58.298,-4.628063676,8.079900914,-49.0633718,-13.91300369,44.23958952,9.36822887,33.59423669,-34.98440221,-2.598039309,4
2015,104.21,86.183,61.557,-44.67574559,8.968831597,18.66465121,22.70425573,3.118343479,-11.53074412,32.44315512,-33.44481205,-2.023877566,3
2015,103.71,77.951,66.65,23.50768012,9.827704444,-38.42311615,2.638490476,14.85494904,-20.15292086,32.54118553,-33.20751686,-1.548907568,16
2016,138.91,114.04,40.848,30.96204167,-26.46339409,22.95900213,-0.059306872,38.67985455,19.34207008,34.34906498,-34.69894008,-1.132745913,10
2016,123.59,118.61,52.896,36.01769399,-5.814591216,-28.48582439,11.04641621,-48.73581162,13.82953734,34.0179901,-34.0179901,-0.62977742,3
2017,145.29,136.31,117.86,-35.23495848,-27.78798682,20.53107889,-8.562782899,-66.76857486,0.222028559,34.77013951,-34.41954649,-0.145990558,7
2017,136.51,135.99,126.92,32.07987264,-17.56440193,27.76327407,13.43116251,58.23334795,-18.18329921,32.85956796,-32.20021846,0.327667584,8
2017,127.18,135.99,127.18,-31.94625644,18.48255923,-26.97576864,2.244643351,-16.01172941,16.79053975,33.00040625,-32.01205907,0.792158137,2
2017,121.77,131.99,117.93,36.91580564,9.664414825,27.48044883,2.114152188,70.68182819,-16.2447048,35.9698022,-34.54048012,1.363451693,7
2018,189.57,98.562,86.546,24.90565518,-25.93648059,33.93205008,9.036446883,37.91464967,-9.337700042,36.17430369,-34.38623977,1.869504991,11
2018,181.08,93.965,85.086,41.60425349,-21.13719914,11.15547375,-13.93395947,23.60354239,11.84272428,33.96414595,-31.95929031,2.219056412,12
2018,193.3,85.363,83.665,-18.49451838,-30.60322902,-33.23395364,17.56478034,-19.37328316,-2.519197621,35.1272852,-32.71976803,2.770680256,3
2018,185.55,83.34,75.204,-16.66237838,3.928316872,-42.48398875,-9.866442383,45.71939241,-22.28995774,34.39760147,-31.71610252,3.175122837,7
2019,224.87,95.073,65.704,-8.40399741,42.89004161,-17.71323328,-8.671969121,-22.88526915,14.00579638,34.42489868,-31.42003833,3.636435844,16
2019,207.05,90.245,62.662,-30.37821297,27.47598976,22.73187586,-5.747638805,42.34777653,12.36179154,36.78454574,-33.23362596,4.372316259,4
2020,212.06,94.591,79.333,-10.13984894,-6.212077229,-47.17237208,-4.343836932,-41.01309685,13.72031721,35.61310114,-31.84900397,4.700881457,1
2020,202.18,96.932,81.394,-7.711212761,-6.642802392,44.05594911,2.719948359,-16.21999959,20.58659932,34.77236901,-30.78144822,5.043607437,4
2020,219.43,86.766,75.066,-19.6675749,15.98632535,39.55192225,22.11752551,-6.010350149,-16.86868024,34.20030949,-29.96732794,5.40403181,2
2020,213.09,84.04,78.494,21.22804271,20.42776199,-39.17901287,-8.149512668,-63.3347744,-9.505132522,37.16839181,-32.23658348,6.352003427,9
2020,207.45,83.106,80.299,-6.439798428,-30.99753277,-32.22783276,-6.400180869,78.44807678,-6.898670607,35.57091092,-30.5366254,6.53479306,11
2020,200.94,84.667,83.83,6.312315666,8.053525011,46.68328277,-5.228587603,-24.40247442,-25.14045677,36.50160315,-31.01572217,7.171003978,9
2021,85.705,133.68,72.908,3.454152064,22.15764222,-39.74679641,14.9651984,24.81890481,-22.03694099,34.22063588,-28.78024884,7.15688145,9
2021,70.448,136.16,66.147,7.443189337,36.60877432,30.43570627,4.746949497,6.494599031,19.55989037,37.18417949,-30.95232699,8.246068022,11
2021,56.225,130.98,56.995,41.27320402,-13.7737188,18.43545518,-0.809094072,-33.54818106,13.97089411,37.00757819,-30.48920029,8.672071542,4
2022,122.44,124.34,137.14,4.914409079,-42.91680371,-15.37791574,9.134299398,-16.84121326,-12.09766778,37.033779,-30.19706989,9.141882359,10
2022,123.22,111.39,125.2,12.44511639,-13.27851934,42.62030156,-9.740369056,-14.04648366,-16.32264918,37.73542235,-30.45215533,9.785855236,5
2022,135.38,96.199,119.08,34.44537924,22.12279062,-23.97634911,-9.467335932,-36.33816634,-17.5639167,36.33312161,-29.01774903,9.874019239,6
2022,126.72,101.13,117.83,-45.16627711,4.099339718,4.208546816,-7.229430092,-76.98346874,2.834605705,36.13513067,-28.56093721,10.26828724,4
2022,154.23,93.681,89.623,-43.175212,11.82348489,-12.60004936,-4.942185463,-84.13806131,-4.01420788,37.09138273,-29.01260881,10.99880273,16
2022,162.34,81.311,85.939,-3.323978648,-3.500051312,-49.44402541,-2.040745158,4.640785429,25.10956803,34.83631947,-26.96531844,10.76007227,14
2022,142.2,88.928,116.46,15.31610192,22.90447397,41.15767579,-25.10374741,4.392400197,-10.28117418,35.61897329,-27.28363845,11.44066215,7
2022,148.33,84.602,111.1,-23.21650475,-22.41005228,-36.71824319,-10.70733268,-45.06290025,10.33492813,36.82625004,-27.91345046,12.28151379,2
2022,160.52,72.792,90.322,4.221632946,-7.267531677,-48.03580763,-3.384491815,46.48147983,13.25204257,35.52047713,-26.64139443,12.28259416,6
2022,153.25,74.956,90.917,2.906876289,-7.673242368,48.53360103,-14.57387926,-16.66312826,4.495821049,35.43490574,-26.29771587,12.68820711,13
2023,164.78,138.31,105.59,21.76310396,10.05463344,-41.88165504,-0.483577091,19.76743412,28.19552281,36.29617261,-26.65275206,13.44223812,13
2023,150.32,138.88,100.81,45.06169222,4.750378146,12.51260875,-0.989559776,32.65432884,19.50123254,36.43228964,-26.46960782,13.93997607,16
2023,138.12,138.55,100.91,24.25056595,40.82905824,-12.84108105,17.5298623,10.74201401,13.60242829,37.1446615,-26.70066144,14.6688104,16
2023,126.35,138.61,101.38,-2.567257015,-6.366618574,-49.05624585,17.18620582,50.67011333,1.018494294,37.80926779,-26.88887532,15.39605817,10
2024,139.11,126.36,133.69,17.7536264,12.60825358,-40.79250828,-4.023155863,-9.354484811,21.58997765,35.85954525,-25.22966566,15.04345221,2
2024,146.07,118.44,124.65,-3.92160129,-19.90012371,43.44559618,-12.30574748,-42.38072985,16.94100171,36.36897464,-25.31355344,15.70544176,16
2024,137.17,113.69,121.61,21.64365566,0.757565303,-40.96747596,0.939123288,-14.36674455,-18.90245611,36.58608073,-25.1904351,16.25100538,9
2024,155.6,110.98,118.22,-37.48034434,-25.74976851,12.84590337,11.98068761,58.36537451,12.11426878,37.96909895,-25.86006182,17.3352745,14
2024,157.34,101.59,117.86,23.32629066,21.38412458,38.59699965,-4.177683001,51.33934814,13.86478194,34.84597654,-23.47537445,16.34181062,14
2024,149.92,99.432,114.6,45.61568898,6.610962719,-18.51868845,-12.39511283,58.65915956,4.555123189,35.53866351,-23.68111199,17.10902748,2
2024,143.66,104.92,116.52,31.24904718,27.39516002,-17.56527596,-0.285387011,-1.533092742,-27.5260439,38.35078884,-25.27529601,18.94183249,10
2024,180.96,83.755,91.101,-28.89678982,-10.96740936,38.54617176,-15.95483402,62.1398495,-6.172910285,37.42445364,-24.39369207,18.95349305,11
2024,173.18,87.97,75.409,-13.93625042,-11.42901482,-44.34597916,5.412653236,31.539414,24.22831247,35.9256001,-23.15819517,18.64667091,10
2024,179.64,77.158,89.86,-8.620661476,-27.29515686,38.99249836,-24.48063038,-3.930800456,14.45855618,34.73714046,-22.14374902,18.46910755,7
2024,172.33,78.565,91.307,-0.811704547,46.35235364,18.42265635,-5.092193704,55.85603875,14.72275366,36.62943509,-23.08983364,19.94070446,14
2024,167.83,94.759,112.83,8.286316261,-12.09955937,43.64177523,10.8464489,-64.45639593,-1.120476679,35.23104615,-21.95967897,19.62953597,5
2024,168.48,94.983,78.491,30.07307715,15.78467908,-32.38306526,-25.61072819,-4.690462817,-4.073508198,37.62648688,-23.18887144,21.44763116,14
2024,159.62,91.768,112.24,-14.26677275,5.830549398,-45.57889129,19.13348458,4.987835713,-10.86848531,37.39179167,-22.78361258,21.79719051,6
2024,165.4,85.822,101.6,-7.315832106,-47.30062389,10.93341787,-0.511938223,-10.14631846,-20.92395586,35.95656034,-21.66002364,21.42832455,6
2025,113.36,136.5,115.92,4.045827362,10.27400305,-47.01705534,1.747030631,54.4760693,-19.37948614,35.71701726,-21.26981739,21.75342243,8
2025,103.44,140.56,109.39,36.9102359,33.4678212,-1.501992113,-7.695641575,-78.42544006,-0.64503178,36.53931563,-21.50944911,22.73633103,1
2025,100.34,137.22,85.265,33.84198945,-29.76829289,-16.39820419,3.442314411,74.50099946,-2.631632221,34.27937646,-19.94590643,21.78582097,11
2025,105.08,129,85.858,-15.50534749,12.52145313,-41.85392408,-14.60148221,-56.83734143,1.054455148,34.52631495,-19.85609834,22.40544471,11
2025,79.048,138.52,94.038,-4.110245407,-7.974690189,44.20888428,15.80653562,33.62140405,-10.34177008,35.99958929,-20.46133796,23.8479961,14
2025,92.887,126.53,77.737,-46.3505364,-0.092794554,-18.51729286,-8.594103437,-34.40616153,14.28940617,37.51874336,-21.07398398,25.36584573,15
2025,79.172,127.17,83.004,-43.36677808,14.08525343,-11.50862721,5.303244448,39.86548267,-18.76768734,35.95129841,-19.9545985,24.80074694,5
2025,89.777,139.73,101.89,-11.61501308,-44.71605059,-6.349934602,3.514932837,-60.61756054,-9.777192622,37.11402305,-20.35465463,26.11837244,2
2025,90.34,141.44,86.518,-43.21951964,-18.88336923,15.17464157,-23.42590965,43.72150145,6.224864542,33.98185221,-18.41349897,24.39090351,3
2026,202.32,134.82,80.24,-38.64108926,-22.9236122,9.45177069,4.615324689,-83.39370808,-3.397669459,33.7283689,-18.05566461,24.68707512,9
2026,211.56,134.67,80.291,14.01599125,-15.5663102,41.53000616,2.461710392,6.585126473,16.57378964,34.99513872,-18.50627482,26.115705,14
2026,210.67,128.8,82.476,48.86725741,3.058025406,6.892061345,-10.17416424,-46.35319775,-21.10281169,34.43016167,-17.9848467,26.19295339,9
2027,242.62,115.98,77.655,37.6285594,7.492368187,30.59843832,12.01346889,17.42595466,-10.93775295,35.98571902,-18.56591798,27.90382631,15
2027,239.23,107.86,75.21,-29.21315212,34.19134174,-14.98469926,-1.188376189,26.87006139,-27.18450659,35.86091819,-18.27205046,28.33902533,13
2027,229.15,120.24,104.29,-7.885649007,44.39927032,2.008087363,-0.122399274,8.488123227,-19.44048816,34.40351271,-17.31044563,27.70401912,1
2027,235.03,113.42,91.714,34.1537626,12.35015641,29.41675732,0.038090309,0.006869551,17.53021037,35.75373344,-17.76336393,29.33520109,3
2027,221.21,114.03,106.32,-26.13843367,-4.473808951,-42.13910813,10.83307273,-18.16829811,-10.02372326,32.80493929,-16.09159095,27.42144138,9
2027,227.47,105.29,97.449,41.78523798,1.007160284,-19.72627223,0.018719642,0.20043272,19.00280343,34.6241314,-16.76682766,29.48311368,3
2027,235.21,100.2,78.37,13.48201499,41.37724184,21.5895961,0.487973712,1.212260947,-23.89918889,35.33547894,-16.89080404,30.64877717,3
2027,229.34,94.527,85.233,5.081677628,-44.67818293,5.858738014,-5.844305168,52.24837475,15.66723092,32.71035352,-15.43283281,28.8977175,10
2027,207.3,114.07,107.61,10.50982785,15.03507045,42.57353516,-9.805148853,-16.9916126,-14.50576256,33.68847807,-15.68611022,30.31155995,7
2027,211.89,105.98,109,-43.7435721,-17.34547328,-9.379934696,-8.14883862,-10.53153506,12.912788,32.21542365,-14.80205988,29.51995835,5
2027,219.77,91.106,94.396,-1.532678133,-25.13606281,-42.38418571,-14.19236102,-63.09560645,3.650168569,34.22783445,-15.51714089,31.94012319,6
2027,213.3,97.183,102.75,6.986892232,-28.49708133,40.2800436,5.977599666,-28.93285818,26.1615098,34.39152808,-15.3817503,32.68119878,3
2027,198.69,100.96,110.58,-9.286412588,14.44973887,-44.62856943,-1.324990244,-69.98673802,-9.312836673,32.18656969,-14.2002982,31.14571822,16
2027,184.53,96.488,107.18,-37.40462516,-20.29690822,22.7776235,-17.08477718,53.82298162,6.403551381,33.28818079,-14.48525675,32.80064333,10
2027,200.96,90.803,104.49,7.3266907,18.49538187,-43.2586048,8.344612258,-69.8321794,-5.378401396,31.71999071,-13.61212006,31.82651824,9
2027,187.6,89.45,106.17,-38.53214921,9.521908147,29.00787586,-13.3218978,49.9773636,12.96827784,30.97631982,-13.10752277,31.64815633,15
2028,246.36,124.67,88.293,-1.396443659,4.954715772,-47.36887101,-1.840315868,-0.061944943,29.41954221,29.98097843,-12.50761199,31.19099496,12
2028,237.33,130.45,90.537,-18.10623351,40.7071856,-19.77278362,-6.800947051,64.51043798,-9.863868564,30.03623525,-12.35235483,31.81995953,11
2028,227.29,131.08,99.405,46.83670213,-4.232773101,-4.022681065,19.29310894,-16.18063048,-15.71651998,31.98655183,-12.96532175,34.50655943,16
2028,207.74,136.8,109.44,34.05836604,5.907729023,-32.64587903,-14.39303754,-53.3513807,1.107434884,32.27142186,-12.89079028,35.45237911,14
2028,211.66,122.58,110.43,-3.009087161,-2.0917101,48.48206483,5.516906203,-17.39344633,25.3633946,30.15384299,-11.86811016,33.73490426,9
2028,203.05,129.23,113.73,-9.624459283,22.9662912,40.46767169,17.36320904,5.029208835,-0.248228313,30.59609302,-11.86347905,34.86039751,8
2028,192.79,135.15,117.67,9.405966552,3.269742354,-47.13888877,13.02391331,0.287629748,16.04221053,30.23883622,-11.54903948,35.09009665,10
2028,191.64,123.72,122.45,-12.72025545,-38.37650827,-21.02208456,5.854563663,-6.488620876,16.68445722,29.23954958,-10.99793996,34.55973957,15
2028,179.59,120.39,126.24,21.5746389,6.009260827,40.9059262,17.51032518,-15.90631967,-16.0802557,28.23148401,-10.45579355,33.98948278,16
2028,156.5,134.28,122.54,2.066701194,-2.347579745,46.380314,0.513687512,3.889904108,-25.00999831,28.80668984,-10.50314838,35.33049278,14
2028,168.35,119.56,129.44,-0.558036074,-1.268711734,-48.2868632,-5.704526909,-81.25471662,0.100027532,28.16639548,-10.108294,35.19421015,16
2028,157.93,117.76,130.99,-8.379220653,24.10249369,41.32871536,-11.25127416,59.40364284,-14.52894282,28.05584367,-9.908438549,35.71813445,13
2028,227.03,136.94,89.31,12.10365887,42.30271743,10.25922067,1.344072815,-82.26182852,8.773398487,27.07654242,-9.408542882,35.12609015,5
2028,222.9,133.32,78.732,-10.71128981,-8.23189226,47.53934004,0.902640263,-45.10876723,18.70612798,26.97773208,-9.221272581,35.66668831,11
2028,218.2,133.66,110.97,-12.95344497,14.70728098,-44.97246111,-20.27097009,0.571639808,-9.340198072,26.89429105,-9.040816064,36.24029551,15
